cgpa,attendance,backlogs,study_hours,family_income,extracurricular,internships,coding_skill,communication_skill,projects,certifications,financial_stress,lms_engagement,mentor_sessions,dropout,placed,salary_lpa
7.96,76.8,1,4.5,1,7.4,3,9.4,4.0,1,0,5.4,56.5,0,1,1,10.7
5.49,68.3,1,3.2,2,10.0,2,3.6,3.6,3,0,5.0,76.6,1,1,1,5.02
5.82,69.1,1,4.7,1,5.0,1,9.1,3.5,2,0,4.1,86.2,0,1,1,8.0
7.2,89.7,0,2.0,3,6.5,2,5.2,10.0,2,0,7.3,83.6,0,1,1,9.56
8.26,77.4,0,3.3,1,10.0,0,9.1,5.6,2,1,9.5,85.1,1,1,1,8.36
8.61,63.4,0,3.3,4,5.5,1,4.8,7.6,3,0,2.5,36.4,1,0,1,9.1
6.14,54.4,0,3.9,2,6.5,0,4.5,7.5,2,1,4.5,81.0,2,1,1,8.62
8.22,89.6,0,1.5,3,2.8,0,5.4,6.1,1,1,6.9,55.0,2,1,1,7.34
5.98,70.3,2,4.2,1,9.8,0,8.5,3.9,1,2,8.4,95.6,1,1,1,6.76
9.37,82.6,0,0.2,1,3.9,0,5.9,6.8,1,0,2.2,45.0,2,1,1,9.87
5.53,95.4,1,2.1,2,6.1,0,6.0,3.6,1,2,6.6,38.8,1,1,1,6.69
8.73,59.7,0,0.7,2,6.0,3,7.0,7.0,0,1,6.1,61.6,2,1,1,10.66
6.15,77.4,1,4.5,2,5.7,1,3.5,3.7,1,0,5.4,74.5,4,1,0,6.5
9.62,75.6,0,3.8,2,4.5,2,6.3,4.9,1,1,3.0,25.7,1,0,1,10.31
7.77,83.3,3,3.9,1,6.0,2,4.1,4.9,0,1,4.0,53.4,1,0,1,7.04
5.68,95.3,1,5.6,4,9.4,2,8.9,8.6,1,0,0.0,39.6,1,0,1,8.28
6.32,59.4,1,2.7,1,10.0,0,6.5,0.9,0,0,4.5,80.0,2,0,1,7.73
8.02,86.0,0,4.2,1,5.1,2,7.1,10.0,0,0,1.5,50.2,0,0,0,10.58
8.37,92.4,0,3.3,2,4.5,0,0.8,4.2,3,1,3.8,84.0,1,0,1,8.03
6.91,75.4,1,3.1,2,3.7,0,7.1,5.6,1,4,5.9,47.2,1,1,1,8.31
7.06,76.1,2,5.3,2,10.0,0,5.1,6.6,2,2,2.3,67.6,1,0,1,9.19
7.99,83.9,0,6.5,2,5.8,0,2.2,6.5,3,1,8.1,33.9,2,0,1,6.27
7.17,82.8,1,2.5,2,8.0,0,5.7,7.5,0,2,9.5,59.3,0,1,0,5.98
5.32,86.2,1,4.5,3,7.0,1,2.0,7.0,2,3,4.5,39.6,1,0,1,7.07
5.94,85.9,1,3.7,1,10.0,1,6.9,9.9,1,0,7.4,92.1,2,1,1,9.5
7.31,64.3,0,3.7,1,5.0,3,8.8,7.3,2,2,2.3,83.0,2,1,1,12.75
8.58,91.9,0,3.6,3,3.1,0,1.4,5.6,4,1,4.4,65.8,1,0,1,7.71
9.1,94.3,0,2.7,1,9.6,0,5.4,4.7,0,1,2.8,82.0,0,0,1,7.11
8.01,80.6,1,0.0,2,7.5,0,5.1,4.6,3,2,1.0,51.5,0,0,1,8.69
7.37,57.1,0,5.7,2,6.5,0,0.9,8.4,0,0,2.1,73.7,0,0,1,5.91
7.97,76.4,0,2.1,3,8.9,0,7.6,9.3,1,4,3.6,59.9,1,0,1,10.04
6.13,80.7,1,2.8,1,6.6,0,6.9,7.8,3,1,5.9,71.8,1,1,1,7.88
6.8,62.0,1,2.8,4,9.0,0,10.0,0.0,1,0,2.8,64.0,2,0,1,6.38
5.93,73.0,0,1.9,2,6.0,1,6.6,1.3,3,1,2.3,60.4,1,1,0,7.71
5.38,58.3,1,3.6,4,7.5,0,3.5,5.8,2,1,3.2,25.3,0,1,1,6.07
7.43,86.5,1,3.1,1,6.7,0,6.7,5.5,1,3,4.4,48.6,0,1,1,6.8
7.24,80.3,2,2.1,3,4.8,0,8.5,5.8,1,0,4.3,97.8,2,1,1,10.52
7.89,55.0,1,3.4,2,5.0,0,4.4,8.3,2,0,4.5,59.2,0,1,1,6.26
7.71,82.9,0,3.1,3,4.6,1,7.5,8.2,1,1,0.0,47.2,0,0,0,8.85
7.32,77.2,0,4.7,2,6.1,0,0.1,6.1,0,2,3.4,62.5,1,1,1,5.44
7.72,85.2,0,1.1,3,4.5,1,8.9,2.8,3,1,5.3,31.1,0,1,1,10.13
6.94,72.5,2,1.9,3,6.5,1,7.3,3.3,4,2,5.9,52.1,0,0,1,8.39
7.54,66.8,0,4.4,2,6.4,0,0.0,5.9,0,1,2.2,65.3,2,0,1,3.92
6.06,67.2,2,2.2,1,6.0,0,6.4,6.6,1,3,4.2,71.4,0,1,1,7.65
7.48,70.5,0,1.8,1,6.0,1,0.9,3.4,6,0,5.0,68.5,4,0,1,6.97
7.87,78.3,0,2.3,4,4.3,0,4.1,7.1,2,2,5.7,91.8,2,0,1,9.52
6.13,80.1,1,3.0,4,4.9,1,7.1,2.3,1,1,4.1,48.1,1,0,1,6.18
7.07,75.3,0,3.0,1,1.8,0,5.2,0.5,0,1,3.1,31.5,4,0,1,5.86
6.19,72.1,0,2.9,1,5.2,3,8.4,4.0,2,0,7.1,54.4,1,1,1,9.49
6.32,73.1,0,1.6,1,3.3,1,5.6,8.5,2,1,8.9,50.3,0,1,1,8.84
5.54,100.0,1,4.4,1,5.7,0,5.4,8.8,4,2,6.5,65.3,2,1,1,7.86
8.65,67.2,0,5.3,1,3.9,0,8.0,2.6,2,1,4.2,55.8,2,1,0,10.03
8.39,70.2,0,0.1,3,1.0,0,4.7,2.8,0,1,6.0,64.4,3,1,1,7.51
7.7,100.0,0,0.7,1,10.0,2,5.4,7.3,1,1,6.4,63.6,0,1,0,10.65
9.56,83.9,0,4.8,3,5.0,0,5.7,4.9,3,1,3.4,79.2,1,0,1,9.32
6.75,58.7,0,5.7,4,8.7,0,5.3,8.5,3,1,5.1,61.3,2,0,1,8.18
10.0,89.8,0,0.0,1,4.3,1,8.2,7.3,0,2,6.0,65.6,1,1,1,10.47
6.7,65.3,0,4.5,2,9.2,1,4.0,7.6,3,0,5.2,97.2,0,0,1,6.17
7.33,90.7,3,5.8,2,3.0,2,3.6,4.2,1,1,7.0,28.8,1,1,1,8.01
6.48,75.0,2,1.8,1,5.9,2,3.1,6.7,3,2,4.8,65.2,2,0,1,8.75
7.48,71.8,1,5.7,3,3.1,0,0.6,9.8,0,1,1.3,59.2,1,1,1,6.56
8.09,100.0,1,2.9,2,10.0,1,8.9,6.1,1,1,5.7,62.5,2,1,1,9.55
6.85,85.9,2,3.7,1,5.0,1,3.4,5.7,1,2,9.6,73.1,1,0,1,5.89
9.31,91.6,1,2.0,3,7.3,1,5.0,4.9,3,2,0.0,44.8,0,0,1,8.71
7.31,84.1,0,4.8,2,6.5,0,9.1,2.6,1,2,6.7,50.1,1,1,1,8.78
7.35,71.8,1,4.5,1,5.4,0,5.2,3.6,0,1,6.1,76.2,1,0,1,7.78
5.82,86.6,0,6.0,4,6.6,1,6.7,4.0,0,0,1.8,58.4,4,0,1,5.09
7.54,94.9,0,5.5,1,8.5,0,2.2,2.5,2,2,4.5,42.3,1,0,1,7.84
6.83,79.9,0,3.2,1,7.0,1,8.7,2.7,3,2,8.1,77.2,3,1,1,7.06
6.21,100.0,0,8.2,1,5.9,1,5.2,0.9,2,0,7.6,74.1,0,1,0,8.43
5.99,89.9,5,5.4,2,6.6,1,3.2,4.2,0,1,2.6,64.6,1,1,0,4.6
10.0,81.0,0,4.1,2,9.7,0,3.2,7.2,2,1,5.7,69.6,1,0,1,10.09
6.66,81.5,0,1.6,3,4.6,0,9.4,5.2,0,1,7.2,72.7,1,0,1,7.77
5.11,79.9,0,0.8,2,1.4,0,4.2,5.2,5,1,6.6,59.6,1,1,1,8.27
6.09,60.5,1,0.9,2,3.1,1,3.2,7.3,1,0,1.2,67.5,0,1,0,3.95
6.93,76.7,2,1.7,1,3.3,0,4.5,9.2,2,1,7.5,37.5,3,1,1,8.41
7.71,81.1,4,5.4,2,3.6,2,5.6,10.0,0,3,2.1,57.2,2,1,0,11.15
7.72,72.2,0,4.0,4,3.6,2,5.8,6.1,3,0,3.5,80.6,1,0,1,9.84
7.88,82.7,0,2.2,3,5.4,2,6.5,5.2,2,0,2.3,100.0,0,0,1,10.05
6.16,78.3,0,3.0,3,6.0,1,6.0,5.0,2,1,4.9,63.8,1,0,1,8.96
7.44,88.8,0,2.8,2,6.0,1,7.0,7.0,0,1,3.5,43.3,1,0,1,8.92
5.86,87.3,0,4.5,2,3.9,0,4.9,5.5,1,0,2.6,54.2,4,0,1,5.56
6.19,80.3,0,1.8,3,7.7,0,10.0,5.5,2,1,4.7,32.3,3,0,1,7.51
5.81,58.9,0,3.8,3,6.7,1,4.4,5.6,0,1,4.3,74.8,1,0,1,7.48
5.46,100.0,1,3.7,3,9.0,0,8.6,3.9,1,2,5.9,62.3,3,0,1,8.8
8.38,76.0,0,1.8,2,7.4,0,4.1,1.1,2,2,3.8,42.2,1,0,1,7.83
7.9,76.9,0,5.7,1,4.7,0,2.2,4.5,2,0,2.5,57.5,1,0,1,7.01
8.27,73.2,0,2.7,1,8.4,0,1.7,8.7,3,3,7.6,75.4,0,1,1,8.33
7.05,71.2,3,1.6,1,6.1,0,6.2,8.6,3,2,9.3,62.3,0,1,0,8.52
8.01,99.6,0,4.6,2,7.3,0,8.2,7.7,0,0,3.7,47.6,1,0,1,10.04
4.71,97.4,0,3.3,1,7.1,0,2.9,4.8,2,1,7.1,81.8,1,1,1,4.48
8.12,84.2,0,3.9,2,5.2,2,3.5,4.2,3,0,4.3,68.2,1,0,1,8.52
7.23,76.5,1,1.3,2,5.7,0,6.4,9.0,2,0,9.4,46.0,0,1,1,9.09
7.82,86.7,0,4.5,2,5.2,0,5.5,3.6,2,1,3.8,61.8,1,1,1,9.12
7.49,79.0,0,6.7,2,3.6,0,4.2,5.9,4,1,4.9,19.0,0,0,1,4.69
5.72,75.3,1,1.2,1,0.8,1,2.6,9.2,5,1,1.3,66.5,1,1,1,8.83
5.05,82.7,1,3.8,2,4.0,0,6.2,6.0,4,0,8.6,100.0,0,0,1,6.72
6.07,71.8,0,1.9,4,5.9,2,7.0,5.2,2,1,1.8,83.2,0,0,1,9.45
7.73,81.5,0,7.5,2,7.9,1,6.6,8.1,5,0,8.0,57.9,1,1,1,8.16
7.9,80.9,0,5.2,3,7.3,1,5.6,5.9,0,1,2.5,66.2,1,0,1,7.36
5.22,86.4,1,3.7,2,4.9,0,3.1,6.2,4,1,4.8,72.1,1,0,1,7.56
5.72,69.3,1,1.2,2,4.0,0,6.2,8.8,0,1,3.2,73.4,0,1,0,8.49
6.06,87.9,1,1.6,2,5.1,0,6.1,0.7,2,2,2.9,58.9,0,1,0,6.32
6.54,65.3,1,4.4,3,3.4,0,2.5,6.5,1,1,3.3,17.6,1,1,1,7.78
5.23,70.0,4,1.0,3,0.8,1,4.8,4.3,2,2,3.7,54.2,0,0,1,6.91
5.15,70.6,1,1.1,2,2.1,1,6.3,5.4,3,1,4.2,49.3,1,1,1,8.15
5.93,63.0,0,3.2,3,8.5,1,5.3,6.0,2,1,0.5,59.2,1,1,0,6.71
7.11,92.2,1,3.4,3,9.6,0,1.0,4.4,3,2,4.7,46.2,0,1,1,5.53
5.47,64.4,4,3.8,3,7.2,0,4.0,6.3,2,2,0.0,73.3,1,1,0,6.92
6.85,68.2,0,2.5,1,5.4,0,3.9,6.6,1,0,5.2,100.0,0,0,1,3.87
8.38,95.6,1,4.7,1,2.4,0,6.8,6.2,1,1,2.4,80.7,2,0,1,8.77
5.31,70.0,0,1.8,3,5.1,1,10.0,6.0,3,2,6.1,59.8,1,1,1,10.28
6.73,75.4,0,4.2,3,6.8,0,5.8,5.6,0,1,6.8,91.5,0,1,1,6.93
8.33,63.8,0,3.5,4,7.3,0,2.7,5.6,0,0,4.4,80.0,2,0,1,7.86
6.46,89.7,1,4.2,1,7.0,1,5.1,6.0,0,1,4.9,75.8,2,0,1,6.69
6.25,89.9,0,5.1,3,8.2,0,5.5,3.9,2,0,2.3,49.7,0,0,1,6.3
8.51,88.3,0,2.5,3,9.8,0,7.2,8.3,4,1,3.4,58.3,1,0,1,9.82
6.6,85.5,0,2.1,3,4.6,1,8.4,5.6,3,0,3.9,72.8,2,1,1,8.9
8.44,79.0,0,0.5,3,10.0,0,8.7,5.0,3,0,5.1,100.0,2,0,1,9.43
7.56,70.7,2,0.0,1,1.1,0,6.7,6.6,4,1,6.9,89.9,2,1,1,8.56
6.55,66.6,2,2.9,3,3.8,0,5.5,5.6,1,2,0.0,73.0,1,0,1,8.48
7.62,96.1,0,3.0,2,5.9,0,8.9,8.3,1,2,6.5,64.4,1,0,1,11.34
7.42,88.7,0,1.5,2,6.7,2,4.7,7.6,1,1,5.9,76.4,0,1,1,10.1
8.33,68.3,0,1.8,1,5.1,1,5.6,6.0,2,1,4.2,71.8,1,1,1,9.84
6.29,78.6,2,5.6,3,4.4,1,4.9,7.7,1,0,1.8,91.8,2,0,1,6.36
7.05,73.8,0,4.6,1,10.0,1,0.6,6.3,4,0,6.1,39.3,2,1,1,6.57
6.92,62.2,3,1.2,2,4.3,0,8.4,3.5,2,2,5.4,61.8,1,1,1,10.85
7.92,80.5,0,2.5,2,3.3,0,7.1,7.6,3,2,2.5,76.3,3,0,1,9.41
5.67,72.2,1,3.8,4,9.2,0,0.0,2.0,2,1,3.1,89.7,1,1,1,4.24
8.32,64.7,1,2.2,3,7.4,0,7.8,0.0,0,0,4.4,100.0,2,1,1,5.63
7.61,57.3,0,1.9,2,7.9,1,4.8,7.2,1,2,7.0,32.0,0,1,1,9.1
5.29,56.1,1,2.7,1,5.9,1,7.8,6.7,2,1,5.7,46.8,1,1,1,7.68
8.57,72.8,0,4.9,2,2.5,0,5.7,6.6,2,1,0.3,59.8,1,0,1,8.38
9.9,76.8,0,5.1,1,5.7,0,2.4,8.6,4,2,6.6,36.4,1,0,1,6.25
8.3,65.7,0,2.0,3,2.2,0,5.6,5.8,4,1,0.1,94.5,2,0,1,8.86
8.86,87.1,0,3.9,2,6.0,1,3.4,5.0,6,0,3.0,63.7,3,0,1,10.18
7.11,77.1,0,3.2,1,6.9,0,2.7,7.4,2,4,2.9,84.7,1,0,1,8.57
4.84,86.1,1,1.6,3,7.9,0,7.5,4.4,1,1,5.1,57.7,0,1,1,6.22
4.6,75.4,2,2.7,1,5.3,1,6.4,5.3,2,2,3.5,69.4,1,1,1,8.3
7.33,67.0,0,1.2,1,7.1,1,8.9,6.3,3,0,8.3,34.0,2,1,1,11.08
6.23,79.6,1,5.1,2,3.5,0,4.6,6.5,0,3,2.3,40.1,2,0,1,5.97
5.81,60.3,0,5.7,1,7.6,0,3.3,5.1,0,0,1.4,40.4,2,0,1,6.09
6.92,85.6,1,2.5,1,7.0,1,7.0,4.8,1,2,5.2,27.0,2,1,1,8.2
7.8,64.9,0,2.2,4,3.7,0,3.6,3.6,3,1,0.0,81.8,2,0,1,5.62
5.11,90.9,1,4.9,3,6.7,0,4.8,4.2,2,2,7.0,60.9,2,1,1,5.42
6.42,73.3,2,5.1,3,7.9,0,6.7,9.4,2,0,2.4,82.4,1,1,1,8.49
8.96,92.9,2,1.4,3,5.7,1,5.2,5.3,2,0,6.7,58.9,5,1,0,7.18
5.6,62.3,1,3.0,1,3.7,1,4.4,6.2,3,0,5.3,83.8,1,1,0,4.86
8.13,68.5,0,3.1,3,5.9,0,2.3,2.8,0,4,4.8,80.3,2,0,1,6.84
6.37,83.3,3,2.0,2,6.7,1,7.7,10.0,2,1,3.8,58.8,1,1,1,10.02
7.71,94.4,0,3.8,1,3.7,1,4.7,4.1,2,3,10.0,65.2,3,0,1,8.13
8.43,100.0,0,2.1,2,3.3,0,6.9,3.4,2,0,2.4,68.3,1,0,1,8.35
7.96,78.6,1,2.3,2,6.6,0,6.6,5.7,3,1,0.0,83.5,0,0,1,9.58
8.18,100.0,0,3.0,1,7.3,2,8.0,4.0,4,0,6.6,60.6,0,0,1,8.7
5.5,73.9,3,0.8,1,10.0,1,5.0,6.5,3,1,3.6,68.4,2,1,1,4.67
8.45,93.4,0,0.0,2,7.0,1,4.7,2.8,3,3,5.5,31.7,2,0,1,9.78
5.89,64.8,0,4.7,2,2.8,2,3.0,8.1,2,2,4.8,43.6,0,1,1,8.32
7.34,83.9,0,2.0,1,10.0,2,4.3,7.7,4,1,4.8,46.5,0,1,1,10.1
7.34,45.2,0,6.6,2,7.8,1,6.3,5.6,1,3,4.1,71.5,0,1,1,7.98
7.63,62.3,0,6.4,1,1.1,2,3.6,2.5,1,2,6.9,47.1,0,0,1,7.94
7.44,84.5,0,2.4,2,3.2,0,6.2,4.2,2,0,4.2,63.5,0,1,1,8.72
5.9,59.6,2,6.9,1,4.4,0,8.9,5.9,3,1,5.6,57.9,4,1,1,8.94
5.25,84.0,1,4.7,2,7.3,2,4.5,3.4,1,1,3.9,61.3,3,1,1,6.13
8.13,90.7,0,2.2,2,0.3,1,2.5,3.7,4,1,8.7,78.6,1,1,1,8.01
7.24,71.0,0,0.0,3,5.2,0,4.5,7.9,2,1,7.0,64.5,0,1,1,9.21
8.49,64.4,0,4.3,1,7.2,1,2.2,6.1,2,2,2.6,56.2,0,1,1,8.16
6.94,71.4,2,3.3,2,0.0,0,8.6,6.0,4,2,5.0,69.3,1,1,1,8.49
5.17,64.5,2,3.9,3,7.1,0,5.7,6.9,2,1,2.1,93.5,2,1,1,8.76
8.26,76.6,0,2.8,1,7.4,0,3.8,5.5,2,0,3.1,62.2,3,0,1,6.91
6.52,79.4,0,1.4,2,3.6,1,4.2,5.7,3,1,0.0,35.5,1,0,1,6.93
7.44,73.7,0,2.5,2,3.0,0,2.8,6.7,1,2,4.3,33.7,2,1,1,6.13
6.16,100.0,2,4.3,3,3.6,0,7.8,7.4,0,0,3.4,54.4,1,1,1,8.11
9.14,67.9,0,2.6,2,0.0,0,9.7,6.8,1,0,8.1,37.2,2,0,1,9.51
5.86,97.5,2,2.6,4,4.8,0,2.1,8.7,0,1,5.4,12.2,2,0,1,3.69
6.56,63.4,3,0.8,3,6.0,1,7.9,5.8,2,3,5.1,54.1,2,1,1,10.0
7.14,79.0,0,3.3,2,2.8,1,4.9,3.1,2,1,6.7,67.6,3,0,1,7.76
5.58,94.6,3,1.4,1,7.6,0,8.4,8.0,2,0,8.0,87.7,0,0,1,8.31
7.43,93.8,0,4.7,2,5.7,1,1.3,5.3,1,0,6.1,59.6,0,0,1,4.91
9.1,72.1,0,2.0,1,6.1,0,6.0,4.3,1,2,9.2,66.2,3,1,1,8.13
6.36,85.8,3,2.7,2,4.6,0,4.6,7.2,2,1,2.1,70.3,0,1,1,7.6
7.51,83.9,0,6.7,1,7.1,2,7.0,6.5,4,1,4.9,61.7,1,0,1,10.66
3.5,70.4,1,2.7,3,8.3,1,5.6,3.2,3,2,2.6,46.7,0,1,1,6.75
6.95,86.6,1,2.5,3,4.6,2,5.6,7.1,0,0,2.7,100.0,2,0,1,9.97
6.59,100.0,0,4.1,4,7.2,0,5.3,9.5,3,1,2.7,40.2,1,1,1,8.59
5.94,84.6,0,0.3,1,7.2,1,9.1,6.4,2,0,9.8,68.3,1,1,1,9.57
8.41,85.9,0,5.2,3,6.4,1,5.1,5.3,3,0,6.1,44.4,1,0,1,7.75
6.58,87.4,1,4.8,3,9.2,1,7.5,2.5,2,1,6.8,62.3,1,0,1,6.91
6.77,57.5,0,4.0,3,3.9,1,6.9,9.9,1,4,3.8,68.2,2,0,1,10.72
6.51,84.4,0,0.0,3,4.6,2,7.5,4.8,3,0,3.7,56.0,1,0,1,8.79
4.51,63.8,1,2.8,1,3.8,1,3.2,3.0,1,4,7.3,35.7,3,1,1,3.84
5.53,69.7,0,1.2,3,7.1,0,7.1,6.0,2,0,5.0,53.1,1,0,0,7.78
8.25,100.0,0,5.0,2,4.9,1,6.3,7.8,2,1,6.0,82.5,1,1,1,10.79
4.26,74.5,1,4.9,3,4.0,0,2.8,8.3,1,0,9.3,30.0,0,1,1,3.7
6.0,67.6,1,3.8,1,9.2,1,5.0,4.5,5,1,7.3,92.6,0,1,1,6.22
6.48,94.1,1,1.3,1,9.5,0,10.0,5.6,0,4,4.2,61.9,1,0,1,10.87
9.27,64.7,0,5.6,1,4.8,0,4.6,5.8,2,2,4.4,74.3,2,0,1,10.14
8.0,71.7,0,2.8,2,2.5,0,4.7,7.8,0,2,6.9,38.9,1,0,1,8.94
6.28,95.5,2,6.1,2,9.6,2,6.5,7.0,2,0,6.8,57.0,0,1,1,8.0
8.7,78.6,2,3.6,3,6.5,0,4.3,6.3,1,0,6.3,46.7,1,0,1,7.23
6.04,56.1,1,4.0,1,6.4,1,5.8,7.6,0,0,7.2,65.9,1,1,0,7.8
8.31,85.6,0,2.5,1,5.7,1,4.5,3.1,2,2,3.6,38.2,0,0,1,9.21
5.23,72.4,2,5.5,2,3.7,2,6.4,6.6,1,1,8.5,47.6,2,1,1,8.03
8.4,99.6,0,4.2,1,4.6,0,5.4,6.2,0,1,9.1,100.0,3,0,1,10.7
6.47,69.5,0,5.5,2,7.0,0,10.0,5.7,3,1,4.1,72.9,0,0,1,10.13
5.66,92.7,2,3.5,3,4.5,0,5.6,5.3,1,1,4.8,67.6,0,1,1,6.65
6.72,100.0,0,3.1,4,6.5,0,5.0,6.1,0,0,3.4,67.3,2,0,1,6.26
7.36,66.1,0,4.2,1,5.5,0,7.9,4.7,0,0,5.1,89.2,2,0,1,7.96
6.36,75.3,1,5.5,1,3.2,1,2.3,10.0,0,1,3.3,57.5,0,1,1,7.21
7.72,83.4,0,4.8,3,9.1,0,9.4,8.5,5,3,5.3,78.7,0,1,1,10.34
6.24,66.0,0,3.4,1,6.8,1,3.2,8.0,0,0,2.6,12.8,1,1,1,5.14
7.81,81.8,0,0.2,3,6.2,0,8.2,4.7,0,1,2.6,57.6,2,0,1,7.56
7.57,74.9,1,4.5,2,6.7,2,8.9,3.9,0,2,8.9,53.8,1,1,1,9.53
6.92,74.6,0,0.9,3,1.6,1,4.3,5.4,1,0,5.0,49.5,3,1,1,7.24
6.43,78.7,1,3.3,1,4.4,0,4.5,6.0,2,2,6.9,74.8,0,1,1,6.67
7.2,79.0,1,3.0,4,2.1,0,5.2,2.9,1,0,2.3,57.3,3,1,1,6.44
7.72,80.3,0,0.9,4,5.8,0,6.9,6.8,0,1,0.0,56.8,0,0,1,6.62
9.68,69.6,0,3.8,1,6.2,0,3.2,8.0,4,1,7.0,44.3,0,1,1,10.47
8.22,70.2,0,6.6,2,5.8,0,5.2,1.3,4,1,6.1,52.1,2,0,1,6.35
8.27,76.3,0,2.7,2,8.1,1,4.8,4.0,2,0,6.8,19.9,1,1,1,8.37
10.0,77.4,0,4.4,1,2.2,1,2.9,8.3,4,5,5.1,53.7,1,0,1,9.75
7.67,71.9,0,7.0,4,3.7,1,3.1,6.5,1,2,2.1,31.7,6,0,1,8.14
7.63,82.5,0,4.6,1,6.4,0,5.8,4.1,1,2,7.3,90.9,2,0,1,9.38
7.92,52.6,0,2.2,1,6.1,1,5.8,7.3,2,0,3.1,74.7,0,1,1,9.8
5.69,67.8,1,3.6,1,2.6,1,3.7,4.6,0,1,7.9,78.3,2,1,0,4.97
6.42,74.1,0,4.0,2,8.1,1,5.7,5.3,0,0,4.6,33.6,5,0,1,7.32
6.34,66.0,0,5.5,3,8.9,1,4.0,3.5,3,0,4.7,76.8,1,0,1,6.46
7.84,100.0,0,5.1,2,6.4,1,8.5,5.8,1,0,10.0,46.7,1,1,1,7.98
6.77,78.3,0,0.0,3,2.2,0,5.3,7.8,2,1,3.4,65.5,1,0,1,8.87
7.18,80.5,1,1.8,1,5.9,1,8.0,4.8,3,1,6.3,56.3,0,1,1,12.08
8.41,71.2,0,3.1,3,6.2,1,1.6,7.1,2,1,4.1,32.4,1,1,1,9.07
8.12,77.8,0,1.6,2,4.9,1,6.2,5.7,3,0,0.4,39.2,0,1,1,7.87
6.79,61.0,0,0.0,2,8.5,1,6.9,8.0,1,0,6.4,73.2,0,1,1,10.87
6.13,75.6,0,2.0,2,5.2,0,5.2,4.9,3,0,0.0,72.5,2,0,1,6.17
8.48,64.9,0,3.2,4,10.0,1,4.3,8.9,3,0,4.7,32.6,3,1,1,8.76
8.01,74.1,0,2.4,3,7.2,1,5.1,7.2,0,1,2.4,82.7,0,0,1,7.5
4.91,42.2,0,1.6,3,6.1,1,7.2,6.3,3,3,2.3,52.4,3,1,1,8.89
6.59,62.2,0,3.3,2,7.5,0,2.7,6.4,3,2,4.9,34.4,1,1,1,4.61
7.22,98.5,0,3.7,1,8.9,1,7.1,4.9,4,1,3.0,49.0,2,0,1,8.38
8.01,89.6,0,2.5,2,7.5,0,6.2,4.7,1,2,4.7,32.9,3,1,1,9.49
8.18,96.5,0,5.4,3,5.3,0,4.9,6.3,1,1,1.5,45.5,2,0,1,10.65
7.37,97.4,2,3.3,3,4.0,0,5.0,3.4,2,2,1.0,50.4,2,0,1,4.92
7.76,87.4,0,1.8,2,3.0,1,5.6,4.6,1,1,4.5,70.3,0,1,1,9.34
7.08,71.7,1,1.4,2,0.1,1,9.3,3.9,2,0,7.8,76.3,5,1,1,7.94
6.12,63.5,1,2.9,1,5.9,1,6.3,6.9,2,1,7.7,81.3,2,1,1,7.82
6.66,94.1,1,5.0,1,4.6,2,3.3,7.0,1,0,4.7,75.7,3,1,1,6.09
7.02,78.9,0,1.9,3,4.8,0,4.5,8.3,2,0,3.6,21.9,0,1,1,8.55
6.95,100.0,2,4.2,4,7.8,0,2.9,5.1,4,1,1.8,31.1,0,0,1,7.56
4.55,72.9,2,3.4,2,5.3,0,1.2,4.2,1,3,2.3,82.0,1,0,1,4.43
6.48,100.0,1,6.4,3,9.7,0,2.8,2.9,2,0,1.6,50.7,1,1,1,6.2
7.07,75.8,0,3.8,3,4.2,0,5.8,6.3,5,0,4.6,57.2,1,1,1,9.2
6.63,96.7,1,2.1,1,3.4,1,8.4,8.6,0,1,4.3,72.7,1,1,1,7.99
6.68,100.0,1,4.4,1,2.7,0,7.8,5.7,3,0,5.9,85.8,2,0,1,8.77
7.63,63.7,0,4.4,1,7.1,1,2.8,5.9,1,0,3.7,69.4,0,1,1,6.24
5.6,71.2,0,2.6,4,8.0,3,3.7,5.8,1,0,4.8,42.8,0,1,1,6.62
4.88,63.5,2,1.3,1,4.2,0,3.3,6.3,2,0,7.5,35.6,3,1,1,5.94
6.55,60.8,0,4.1,2,3.2,0,0.0,7.8,3,3,8.6,38.6,1,1,1,7.7
7.99,87.3,0,3.3,2,8.9,1,5.1,9.6,0,1,8.1,84.5,1,0,1,8.72
9.19,75.2,0,0.8,3,2.3,1,7.3,6.8,4,1,1.9,77.2,2,0,1,12.85
8.02,78.7,0,3.6,1,7.7,1,4.9,6.9,1,1,4.0,60.9,3,0,1,8.13
5.09,85.8,0,2.2,4,4.2,2,2.6,5.3,3,1,3.8,31.5,2,0,1,4.97
6.7,52.0,1,0.8,2,6.4,1,3.6,5.6,2,1,3.0,77.8,0,1,1,5.74
7.33,96.0,0,2.6,4,7.9,0,4.7,5.6,1,2,3.5,63.8,3,0,1,5.63
7.23,73.1,0,5.3,2,6.5,0,7.3,5.1,0,1,4.2,44.7,1,0,1,8.17
7.7,85.5,0,5.1,2,4.9,1,5.1,6.1,2,1,7.1,58.9,1,0,1,10.63
5.81,86.7,2,4.7,3,8.6,2,7.0,7.0,2,2,6.2,70.1,1,1,1,10.64
7.08,97.2,0,3.6,2,6.1,0,5.3,5.9,2,0,4.3,51.1,1,1,1,8.34
7.55,76.5,0,4.2,1,10.0,0,6.0,5.2,1,0,1.8,39.3,2,1,1,9.27
